payment_id,file_id,reference_id,amount,currency,direction,counterparty,payment_date,expected_posting_date,status
PMT-000439,FILE-0001,REF-M-0439,1671.74,USD,inbound,"Wilson, Rodriguez and Wallace",2026-08-01,2026-08-02,unmatched
PMT-000440,FILE-0001,REF-M-0440,1100.86,USD,inbound,Jordan LLC,2026-08-12,2026-08-12,unmatched
PMT-000441,FILE-0001,REF-M-0441,832.97,USD,inbound,Zuniga Group,2026-08-23,2026-08-24,unmatched
PMT-000442,FILE-0001,REF-M-0442,1342.12,USD,inbound,"Hughes, Bishop and Williams",2026-08-26,2026-08-27,unmatched
PMT-000443,FILE-0001,REF-M-0443,1019.07,USD,inbound,Schroeder LLC,2026-08-09,2026-08-10,unmatched
PMT-000444,FILE-0001,REF-M-0444,1332.87,USD,inbound,Campbell-Hopkins,2026-08-21,2026-08-21,unmatched
PMT-000445,FILE-0001,REF-M-0445,589.46,USD,inbound,"Copeland, Barrett and Macias",2026-08-05,2026-08-05,unmatched
PMT-000446,FILE-0001,REF-M-0446,1783.61,USD,inbound,Kelly Group,2026-08-30,2026-08-30,unmatched
PMT-000447,FILE-0001,REF-M-0447,1562.58,USD,inbound,Neal LLC,2026-08-26,2026-08-27,unmatched
PMT-000448,FILE-0001,REF-M-0448,1655.72,USD,inbound,Lucas-Williams,2026-08-09,2026-08-09,unmatched
PMT-000449,FILE-0001,REF-M-0449,1097.38,USD,inbound,"Dickerson, Hardy and Wood",2026-08-13,2026-08-14,unmatched
PMT-000450,FILE-0001,REF-M-0450,45.05,USD,inbound,"Roberts, Wilkerson and Williams",2026-08-16,2026-08-16,unmatched
PMT-000451,FILE-0001,REF-M-0451,1163.15,USD,inbound,Gallegos and Sons,2026-08-02,2026-08-02,unmatched
PMT-000452,FILE-0001,REF-M-0452,930.28,USD,inbound,Griffin Inc,2026-08-29,2026-08-29,unmatched
PMT-000453,FILE-0001,REF-M-0453,1847.53,USD,inbound,"Jacobs, Sanders and Romero",2026-08-07,2026-08-07,unmatched
PMT-000454,FILE-0001,REF-M-0454,393.9,USD,inbound,Burns-Maxwell,2026-08-23,2026-08-23,unmatched
PMT-000455,FILE-0001,REF-M-0455,2415.33,USD,inbound,Schroeder-Brandt,2026-08-18,2026-08-18,unmatched
PMT-000456,FILE-0001,REF-M-0456,1362.06,USD,inbound,"Miller, Moran and Thomas",2026-08-19,2026-08-20,unmatched
PMT-000457,FILE-0001,REF-M-0457,1997.3,USD,inbound,"Richardson, Scott and Foster",2026-08-13,2026-08-14,unmatched
PMT-000458,FILE-0001,REF-M-0458,1634.75,USD,inbound,Quinn LLC,2026-08-16,2026-08-17,unmatched
PMT-000459,FILE-0001,REF-M-0459,1869.33,USD,inbound,Turner Inc,2026-08-27,2026-08-28,unmatched
PMT-000460,FILE-0001,REF-M-0460,1112.68,USD,inbound,"Buckley, Taylor and Salas",2026-08-12,2026-08-12,unmatched
PMT-000461,FILE-0001,REF-M-0461,1122.16,USD,inbound,Harvey LLC,2026-08-28,2026-08-28,unmatched
PMT-000462,FILE-0001,REF-M-0462,382.7,USD,inbound,Hayes Inc,2026-08-11,2026-08-12,unmatched
PMT-000463,FILE-0001,REF-M-0463,478.71,USD,inbound,Douglas-Cisneros,2026-08-18,2026-08-19,unmatched
PMT-000464,FILE-0001,REF-M-0464,1045.57,USD,inbound,"Baker, Brooks and Davis",2026-08-22,2026-08-22,unmatched
PMT-000465,FILE-0001,REF-M-0465,902.24,USD,inbound,Lewis-Riley,2026-08-13,2026-08-13,unmatched
PMT-000466,FILE-0001,REF-M-0466,981.21,USD,inbound,Vasquez-Pena,2026-08-27,2026-08-28,unmatched
PMT-000467,FILE-0001,REF-M-0467,354.14,USD,inbound,Olson Inc,2026-08-12,2026-08-12,unmatched
PMT-000468,FILE-0001,REF-M-0468,1894.8,USD,inbound,Kelley-Hill,2026-08-02,2026-08-02,unmatched
PMT-000469,FILE-0001,REF-M-0469,1170.94,USD,inbound,"Mcguire, Johnson and Williams",2026-08-25,2026-08-25,unmatched
PMT-000470,FILE-0001,REF-M-0470,2124.81,USD,inbound,Foster-Dougherty,2026-08-23,2026-08-23,unmatched
PMT-000471,FILE-0001,REF-M-0471,1508.73,USD,inbound,"Sullivan, Brown and Munoz",2026-08-22,2026-08-22,unmatched
PMT-000472,FILE-0001,REF-M-0472,1173.75,USD,inbound,Wilkerson-Smith,2026-08-26,2026-08-26,unmatched
PMT-000473,FILE-0001,REF-M-0473,2305.57,USD,inbound,"Miller, Campbell and Rodriguez",2026-08-11,2026-08-11,unmatched
PMT-000474,FILE-0001,REF-M-0474,1260.07,USD,inbound,Snow-Owen,2026-08-25,2026-08-25,unmatched
PMT-000475,FILE-0001,REF-M-0475,451.84,USD,inbound,"Mcgee, Beck and Patton",2026-08-01,2026-08-01,unmatched
PMT-000476,FILE-0001,REF-M-0476,2270.72,USD,inbound,Chavez Ltd,2026-08-04,2026-08-05,unmatched
PMT-000477,FILE-0001,REF-M-0477,1993.76,USD,inbound,"Banks, Bradley and Nguyen",2026-08-05,2026-08-05,unmatched
PMT-000478,FILE-0001,REF-M-0478,771.23,USD,inbound,Murray Ltd,2026-08-24,2026-08-24,unmatched
PMT-000479,FILE-0001,REF-M-0479,1716.73,USD,inbound,Davis-Wilson,2026-08-29,2026-08-29,unmatched
PMT-000480,FILE-0001,REF-M-0480,859.67,USD,inbound,Paul-Stafford,2026-08-17,2026-08-17,unmatched
PMT-000481,FILE-0001,REF-M-0481,204.88,USD,inbound,"Strickland, Buchanan and Castillo",2026-08-02,2026-08-03,unmatched
PMT-000482,FILE-0001,REF-M-0482,733.73,USD,inbound,Sanders-Moore,2026-08-17,2026-08-18,unmatched
PMT-000483,FILE-0001,REF-M-0483,421.27,USD,inbound,Bruce-Rose,2026-08-23,2026-08-24,unmatched
PMT-000484,FILE-0001,REF-M-0484,1250.42,USD,inbound,"Morrison, Reyes and Gardner",2026-08-21,2026-08-22,unmatched
PMT-000485,FILE-0001,REF-M-0485,522.05,USD,inbound,Williams Group,2026-08-10,2026-08-11,unmatched
PMT-000486,FILE-0001,REF-M-0486,1194.77,USD,inbound,Kaufman LLC,2026-08-14,2026-08-14,unmatched
PMT-000487,FILE-0001,REF-M-0487,607.19,USD,inbound,"Anderson, King and Carlson",2026-08-11,2026-08-12,unmatched
PMT-000488,FILE-0001,REF-M-0488,1061.31,USD,inbound,Sweeney Ltd,2026-08-15,2026-08-15,unmatched
PMT-000489,FILE-0001,REF-M-0489,359.42,USD,inbound,Rose-Knox,2026-08-23,2026-08-24,unmatched
PMT-000490,FILE-0001,REF-M-0490,2029.39,USD,inbound,Johnson Ltd,2026-08-23,2026-08-24,unmatched
PMT-000491,FILE-0001,REF-M-0491,597.94,USD,inbound,"Ingram, Flores and Henderson",2026-08-19,2026-08-20,unmatched
PMT-000492,FILE-0001,REF-M-0492,202.12,USD,inbound,Stewart LLC,2026-08-09,2026-08-09,unmatched
PMT-000493,FILE-0001,REF-M-0493,1510.26,USD,inbound,"Harper, Martinez and Nelson",2026-08-22,2026-08-23,unmatched
PMT-000494,FILE-0001,REF-M-0494,523.02,USD,inbound,Butler-Valencia,2026-08-09,2026-08-10,unmatched
PMT-000495,FILE-0001,REF-M-0495,895.73,USD,inbound,Steele PLC,2026-08-13,2026-08-13,unmatched
PMT-000496,FILE-0001,REF-M-0496,1841.27,USD,inbound,Durham-Green,2026-08-29,2026-08-30,unmatched
PMT-000497,FILE-0001,REF-M-0497,1363.21,USD,inbound,Oconnor-Kaufman,2026-08-25,2026-08-26,unmatched
PMT-000498,FILE-0001,REF-M-0498,61.64,USD,inbound,Barnes-Madden,2026-08-05,2026-08-05,unmatched
PMT-000499,FILE-0001,REF-M-0499,1250.56,USD,inbound,Daniel-Decker,2026-08-29,2026-08-29,unmatched
PMT-000500,FILE-0001,REF-M-0500,2245.13,USD,inbound,"Torres, Green and Molina",2026-08-19,2026-08-19,unmatched
PMT-000501,FILE-0001,REF-M-0501,1638.68,USD,inbound,Graves-White,2026-08-30,2026-08-31,unmatched
PMT-000502,FILE-0001,REF-M-0502,940.92,USD,inbound,"Johnson, Meyer and Prince",2026-08-05,2026-08-06,unmatched
PMT-000503,FILE-0001,REF-M-0503,301.62,USD,inbound,Stephens-Dunn,2026-08-10,2026-08-10,unmatched
PMT-000504,FILE-0001,REF-M-0504,2012.77,USD,inbound,Hall-Wilson,2026-08-10,2026-08-10,unmatched
PMT-000505,FILE-0001,REF-M-0505,1434.01,USD,inbound,Nichols PLC,2026-08-10,2026-08-11,unmatched
PMT-000506,FILE-0001,REF-M-0506,934.24,USD,inbound,Lawson-Barnett,2026-08-27,2026-08-28,unmatched
PMT-000507,FILE-0001,REF-M-0507,489.02,USD,inbound,Gibson-Ali,2026-08-11,2026-08-12,unmatched
PMT-000508,FILE-0001,REF-M-0508,346.75,USD,inbound,"Murray, Jones and Murphy",2026-08-25,2026-08-26,unmatched
PMT-000509,FILE-0001,REF-M-0509,881.43,USD,inbound,"Jones, Green and Acosta",2026-08-13,2026-08-14,unmatched
PMT-000510,FILE-0001,REF-M-0510,978.28,USD,inbound,Hernandez LLC,2026-08-08,2026-08-09,unmatched
PMT-000511,FILE-0001,REF-M-0511,595.98,USD,inbound,Wilcox LLC,2026-08-10,2026-08-10,unmatched
PMT-000512,FILE-0001,REF-M-0512,1226.65,USD,inbound,Padilla-Sellers,2026-08-09,2026-08-10,unmatched
PMT-000513,FILE-0001,REF-M-0513,1427.08,USD,inbound,"Ingram, Aguilar and Greene",2026-08-15,2026-08-16,unmatched
PMT-000514,FILE-0001,REF-M-0514,1451.24,USD,inbound,Contreras Inc,2026-08-03,2026-08-04,unmatched
PMT-000515,FILE-0001,REF-M-0515,1412.37,USD,inbound,Torres-Smith,2026-08-19,2026-08-20,unmatched
PMT-000516,FILE-0001,REF-M-0516,1865.35,USD,inbound,"Kelley, Moreno and Nixon",2026-08-30,2026-08-30,unmatched
PMT-000517,FILE-0001,REF-M-0517,1457.07,USD,inbound,Roth-Rocha,2026-08-09,2026-08-10,unmatched
PMT-000518,FILE-0001,REF-M-0518,2207.85,USD,inbound,"Johnson, Robinson and Garcia",2026-08-24,2026-08-25,unmatched
PMT-000519,FILE-0001,REF-M-0519,2401.73,USD,inbound,"Edwards, Steele and Jennings",2026-08-25,2026-08-25,unmatched
PMT-000520,FILE-0001,REF-M-0520,328.29,USD,inbound,"Johnson, Miller and Bryant",2026-08-16,2026-08-17,unmatched
PMT-000521,FILE-0001,REF-M-0521,115.86,USD,inbound,"Bishop, Cole and Miller",2026-08-08,2026-08-08,unmatched
PMT-000522,FILE-0001,REF-M-0522,964.87,USD,inbound,"Porter, Ruiz and Kim",2026-08-05,2026-08-06,unmatched
PMT-000523,FILE-0001,REF-M-0523,735.75,USD,inbound,Weber-Stephenson,2026-08-09,2026-08-09,unmatched
PMT-000524,FILE-0001,REF-M-0524,2091.13,USD,inbound,Oneill Inc,2026-08-21,2026-08-22,unmatched
PMT-000525,FILE-0001,REF-M-0525,2159.69,USD,inbound,"Rodriguez, Johnson and Cohen",2026-08-03,2026-08-04,unmatched
PMT-000526,FILE-0001,REF-M-0526,2243.35,USD,inbound,"Glover, Vega and Mcbride",2026-08-01,2026-08-02,unmatched
PMT-000527,FILE-0001,REF-M-0527,1423.64,USD,inbound,"Reilly, Munoz and Watts",2026-08-22,2026-08-22,unmatched
PMT-000528,FILE-0001,REF-M-0528,1292.09,USD,inbound,Johnson-Johnson,2026-08-26,2026-08-27,unmatched
PMT-000529,FILE-0001,REF-M-0529,1949.32,USD,inbound,"Gonzalez, Rodriguez and White",2026-08-23,2026-08-24,unmatched
PMT-000530,FILE-0001,REF-M-0530,1067.55,USD,inbound,"Jenkins, Ochoa and King",2026-08-01,2026-08-02,unmatched
PMT-000531,FILE-0001,REF-M-0531,392.79,USD,inbound,Gilbert Inc,2026-08-19,2026-08-19,unmatched
PMT-000532,FILE-0001,REF-M-0532,990.86,USD,inbound,Friedman Inc,2026-08-27,2026-08-28,unmatched
PMT-000533,FILE-0001,REF-M-0533,2333.6,USD,inbound,"Pratt, Mcdaniel and Williams",2026-08-01,2026-08-02,unmatched
PMT-000534,FILE-0001,REF-M-0534,1655.98,USD,inbound,"Roberts, Ray and Olson",2026-08-03,2026-08-03,unmatched
PMT-000535,FILE-0001,REF-M-0535,1083.86,USD,inbound,"Gross, Jennings and Jimenez",2026-08-15,2026-08-15,unmatched
PMT-000536,FILE-0001,REF-M-0536,1172.35,USD,inbound,Johnson-Moore,2026-08-03,2026-08-04,unmatched
PMT-000537,FILE-0001,REF-M-0537,422.9,USD,inbound,West Group,2026-08-18,2026-08-18,unmatched
PMT-000538,FILE-0001,REF-M-0538,2337.03,USD,inbound,"Mcknight, Stone and Rojas",2026-08-05,2026-08-06,unmatched
PMT-000539,FILE-0001,REF-M-0539,1902.5,USD,inbound,Gibbs Inc,2026-08-24,2026-08-24,unmatched
PMT-000540,FILE-0001,REF-M-0540,1227.87,USD,inbound,"Collier, Rodriguez and Farrell",2026-08-03,2026-08-04,unmatched
PMT-000541,FILE-0001,REF-M-0541,1274.02,USD,inbound,"Ryan, Johnson and Ramirez",2026-08-05,2026-08-06,unmatched
PMT-000542,FILE-0001,REF-M-0542,819.55,USD,inbound,Price Group,2026-08-03,2026-08-04,unmatched
PMT-000543,FILE-0001,REF-M-0543,1074.47,USD,inbound,Jacobs-Jones,2026-08-22,2026-08-23,unmatched
PMT-000544,FILE-0001,REF-M-0544,1804.49,USD,inbound,Smith-Berry,2026-08-26,2026-08-27,unmatched
PMT-000545,FILE-0001,REF-M-0545,697.1,USD,inbound,"Mann, Palmer and Gregory",2026-08-25,2026-08-26,unmatched
PMT-000546,FILE-0001,REF-M-0546,1352.11,USD,inbound,"Shelton, Benson and Elliott",2026-08-12,2026-08-13,unmatched
PMT-000547,FILE-0001,REF-M-0547,115.33,USD,inbound,James-Martin,2026-08-22,2026-08-23,unmatched
PMT-000548,FILE-0001,REF-M-0548,2132.6,USD,inbound,Carter and Sons,2026-08-02,2026-08-02,unmatched
PMT-000549,FILE-0001,REF-M-0549,1613.86,USD,inbound,"Vargas, Wong and Smith",2026-08-19,2026-08-20,unmatched
PMT-000550,FILE-0001,REF-M-0550,1567.49,USD,inbound,Gallegos LLC,2026-08-09,2026-08-09,unmatched
PMT-000551,FILE-0001,REF-M-0551,720.08,USD,inbound,Hatfield PLC,2026-08-02,2026-08-03,unmatched
PMT-000552,FILE-0001,REF-M-0552,2409.83,USD,inbound,Sellers-Herrera,2026-08-14,2026-08-14,unmatched
PMT-000553,FILE-0001,REF-M-0553,1587.06,USD,inbound,King-Gomez,2026-08-18,2026-08-18,unmatched
PMT-000554,FILE-0001,REF-M-0554,932.64,USD,inbound,"Obrien, Fisher and Love",2026-08-27,2026-08-27,unmatched
PMT-000555,FILE-0001,REF-M-0555,283.02,USD,inbound,"Randall, Grimes and Myers",2026-08-04,2026-08-05,unmatched
PMT-000556,FILE-0001,REF-M-0556,2344.92,USD,inbound,Solis-Calderon,2026-08-28,2026-08-28,unmatched
PMT-000557,FILE-0001,REF-M-0557,693.79,USD,inbound,Murphy Inc,2026-08-20,2026-08-20,unmatched
PMT-000558,FILE-0001,REF-M-0558,51.16,USD,inbound,Rowe Group,2026-08-02,2026-08-02,unmatched
PMT-000559,FILE-0001,REF-M-0559,1271.32,USD,inbound,Clark-Gonzalez,2026-08-05,2026-08-05,unmatched
PMT-000560,FILE-0001,REF-M-0560,450.65,USD,inbound,"Brown, Stafford and Jones",2026-08-05,2026-08-06,unmatched
PMT-000561,FILE-0001,REF-M-0561,2477.11,USD,inbound,Peters-Chapman,2026-08-17,2026-08-17,unmatched
PMT-000562,FILE-0001,REF-M-0562,631.51,USD,inbound,"Boone, Wilson and Villegas",2026-08-27,2026-08-28,unmatched
PMT-000563,FILE-0001,REF-M-0563,1061.37,USD,inbound,Cummings-Graves,2026-08-01,2026-08-02,unmatched
PMT-000564,FILE-0001,REF-M-0564,1976.94,USD,inbound,Shelton PLC,2026-08-08,2026-08-08,unmatched
PMT-000565,FILE-0001,REF-M-0565,1448.23,USD,inbound,"Miller, Peterson and Lester",2026-08-26,2026-08-27,unmatched
PMT-000566,FILE-0001,REF-M-0566,2197.24,USD,inbound,Meza Ltd,2026-08-12,2026-08-13,unmatched
PMT-000567,FILE-0001,REF-M-0567,790.74,USD,inbound,Morrow Inc,2026-08-02,2026-08-02,unmatched
PMT-000568,FILE-0001,REF-M-0568,1091.34,USD,inbound,Leonard-Beard,2026-08-09,2026-08-10,unmatched
PMT-000569,FILE-0001,REF-M-0569,1544.43,USD,inbound,Gomez Group,2026-08-20,2026-08-20,unmatched
PMT-000570,FILE-0001,REF-M-0570,1013.29,USD,inbound,"Sanford, Ray and Pena",2026-08-01,2026-08-02,unmatched
PMT-000571,FILE-0001,REF-M-0571,1381.12,USD,inbound,"Jackson, Smith and Benjamin",2026-08-21,2026-08-22,unmatched
PMT-000572,FILE-0001,REF-M-0572,2467.64,USD,inbound,"Zimmerman, Spears and Moore",2026-08-28,2026-08-29,unmatched
PMT-000573,FILE-0001,REF-M-0573,909.0,USD,inbound,"Lucas, Young and Gomez",2026-08-13,2026-08-13,unmatched
PMT-000574,FILE-0001,REF-M-0574,565.8,USD,inbound,"Werner, Reynolds and Pace",2026-08-14,2026-08-14,unmatched
PMT-000575,FILE-0001,REF-M-0575,2394.84,USD,inbound,Campbell and Sons,2026-08-06,2026-08-07,unmatched
PMT-000576,FILE-0001,REF-M-0576,2471.34,USD,inbound,"Johnson, Evans and Stevens",2026-08-06,2026-08-07,unmatched
PMT-000577,FILE-0001,REF-M-0577,1651.57,USD,inbound,Smith-Malone,2026-08-15,2026-08-16,unmatched
PMT-000578,FILE-0001,REF-M-0578,552.69,USD,inbound,Dawson Inc,2026-08-06,2026-08-07,unmatched
PMT-000579,FILE-0001,REF-M-0579,2341.36,USD,inbound,Nichols-Anderson,2026-08-20,2026-08-21,unmatched
PMT-000580,FILE-0001,REF-M-0580,852.45,USD,inbound,"Franklin, Martinez and Davila",2026-08-29,2026-08-30,unmatched
PMT-000581,FILE-0001,REF-M-0581,37.0,USD,inbound,Yang-Morris,2026-08-02,2026-08-03,unmatched
PMT-000582,FILE-0001,REF-M-0582,926.92,USD,inbound,"Roberson, Hickman and Williamson",2026-08-30,2026-08-31,unmatched
PMT-000583,FILE-0001,REF-M-0583,1800.39,USD,inbound,Arnold-Adams,2026-08-01,2026-08-02,unmatched
PMT-000584,FILE-0001,REF-M-0584,732.75,USD,inbound,Wilson-Davis,2026-08-16,2026-08-16,unmatched
PMT-000585,FILE-0001,REF-M-0585,2235.2,USD,inbound,Ward and Sons,2026-08-15,2026-08-16,unmatched
PMT-000586,FILE-0001,REF-M-0586,2115.7,USD,inbound,"Lara, Grant and Leach",2026-08-27,2026-08-28,unmatched
PMT-000587,FILE-0001,REF-M-0587,127.24,USD,inbound,Gilbert Ltd,2026-08-28,2026-08-28,unmatched
PMT-000588,FILE-0001,REF-M-0588,352.84,USD,inbound,Rodriguez-Salazar,2026-08-26,2026-08-27,unmatched
PMT-000589,FILE-0001,REF-M-0589,971.42,USD,inbound,Mccullough-Clark,2026-08-18,2026-08-18,unmatched
PMT-000590,FILE-0001,REF-M-0590,1667.02,USD,inbound,Johnson-Stewart,2026-08-21,2026-08-22,unmatched
PMT-000591,FILE-0001,REF-M-0591,444.53,USD,inbound,Smith Ltd,2026-08-05,2026-08-05,unmatched
PMT-000592,FILE-0001,REF-M-0592,1250.28,USD,inbound,Reed LLC,2026-08-11,2026-08-12,unmatched
PMT-000593,FILE-0001,REF-M-0593,1189.58,USD,inbound,Torres-Garrett,2026-08-04,2026-08-05,unmatched
PMT-000594,FILE-0001,REF-M-0594,54.75,USD,inbound,"Lindsey, Colon and Park",2026-08-30,2026-08-30,unmatched
PMT-000595,FILE-0001,REF-M-0595,576.88,USD,inbound,Ballard Ltd,2026-08-01,2026-08-02,unmatched
PMT-000596,FILE-0001,REF-M-0596,1806.38,USD,inbound,"Gillespie, Acosta and Sweeney",2026-08-21,2026-08-22,unmatched
PMT-000597,FILE-0001,REF-M-0597,645.61,USD,inbound,Espinoza-Watson,2026-08-22,2026-08-22,unmatched
PMT-000598,FILE-0001,REF-M-0598,2088.31,USD,inbound,Lawrence-Anthony,2026-08-19,2026-08-20,unmatched
PMT-000599,FILE-0001,REF-M-0599,1454.75,USD,inbound,Smith LLC,2026-08-07,2026-08-07,unmatched
PMT-000600,FILE-0001,REF-M-0600,728.58,USD,inbound,Dean-Cooper,2026-08-06,2026-08-07,unmatched
PMT-000601,FILE-0001,REF-M-0601,949.77,USD,inbound,Quinn-Jones,2026-08-26,2026-08-27,unmatched
PMT-000602,FILE-0001,REF-M-0602,1071.43,USD,inbound,Gross and Sons,2026-08-08,2026-08-08,unmatched
PMT-000603,FILE-0001,REF-M-0603,523.83,USD,inbound,Sanders-Anderson,2026-08-20,2026-08-21,unmatched
PMT-000604,FILE-0001,REF-M-0604,780.83,USD,inbound,Nunez-Little,2026-08-10,2026-08-10,unmatched
PMT-000605,FILE-0001,REF-M-0605,735.84,USD,inbound,Johnson Inc,2026-08-28,2026-08-29,unmatched
PMT-000606,FILE-0001,REF-M-0606,1512.11,USD,inbound,"Watson, Hood and Price",2026-08-09,2026-08-09,unmatched
PMT-000607,FILE-0001,REF-M-0607,564.72,USD,inbound,Alexander-Miller,2026-08-10,2026-08-11,unmatched
PMT-000608,FILE-0001,REF-M-0608,875.38,USD,inbound,"Martin, Russo and Rojas",2026-08-07,2026-08-07,unmatched
PMT-000609,FILE-0001,REF-M-0609,1363.2,USD,inbound,"Moore, Castillo and Diaz",2026-08-05,2026-08-05,unmatched
PMT-000610,FILE-0001,REF-M-0610,1711.93,USD,inbound,Johnson PLC,2026-08-14,2026-08-15,unmatched
PMT-000611,FILE-0001,REF-M-0611,1824.48,USD,inbound,Pineda-Garcia,2026-08-24,2026-08-25,unmatched
PMT-000612,FILE-0001,REF-M-0612,1690.93,USD,inbound,Cannon and Sons,2026-08-06,2026-08-07,unmatched
PMT-000613,FILE-0001,REF-M-0613,894.17,USD,inbound,Cox-Hart,2026-08-29,2026-08-29,unmatched
PMT-000614,FILE-0001,REF-M-0614,934.18,USD,inbound,Guerra Group,2026-08-24,2026-08-25,unmatched
PMT-000615,FILE-0001,REF-M-0615,1505.15,USD,inbound,Martin and Sons,2026-08-29,2026-08-30,unmatched
PMT-000616,FILE-0001,REF-M-0616,1732.75,USD,inbound,Hurley-Hogan,2026-08-24,2026-08-24,unmatched
PMT-000617,FILE-0001,REF-M-0617,94.64,USD,inbound,Morrison Ltd,2026-08-24,2026-08-25,unmatched
PMT-000618,FILE-0001,REF-M-0618,1953.05,USD,inbound,House and Sons,2026-08-13,2026-08-14,unmatched
PMT-000619,FILE-0001,REF-M-0619,704.82,USD,inbound,Fischer Group,2026-08-16,2026-08-16,unmatched
PMT-000620,FILE-0001,REF-M-0620,1090.67,USD,inbound,Curtis and Sons,2026-08-21,2026-08-22,unmatched
PMT-000621,FILE-0001,REF-M-0621,139.97,USD,inbound,Campbell-Wong,2026-08-28,2026-08-29,unmatched
PMT-000622,FILE-0001,REF-M-0622,661.18,USD,inbound,Johnson-Beck,2026-08-15,2026-08-15,unmatched
PMT-000623,FILE-0001,REF-M-0623,396.97,USD,inbound,"Hernandez, Byrd and Dorsey",2026-08-10,2026-08-11,unmatched
PMT-000624,FILE-0001,REF-M-0624,176.11,USD,inbound,"Nelson, Ramirez and Greene",2026-08-11,2026-08-11,unmatched
PMT-000625,FILE-0001,REF-M-0625,1704.29,USD,inbound,"Berry, Mendoza and Oliver",2026-08-17,2026-08-18,unmatched
PMT-000626,FILE-0001,REF-M-0626,2458.01,USD,inbound,Coleman and Sons,2026-08-04,2026-08-04,unmatched
PMT-000627,FILE-0001,REF-M-0627,1945.27,USD,inbound,Stewart-Lee,2026-08-05,2026-08-05,unmatched
PMT-000628,FILE-0001,REF-M-0628,1285.05,USD,inbound,"Keith, Blake and Gonzalez",2026-08-11,2026-08-12,unmatched
PMT-000629,FILE-0001,REF-M-0629,1102.21,USD,inbound,Stark-Petersen,2026-08-30,2026-08-31,unmatched
PMT-000630,FILE-0001,REF-M-0630,1049.41,USD,inbound,King-Williams,2026-08-30,2026-08-30,unmatched
PMT-000631,FILE-0001,REF-M-0631,871.03,USD,inbound,"Morgan, Carter and Hernandez",2026-08-22,2026-08-22,unmatched
PMT-000632,FILE-0001,REF-M-0632,1565.39,USD,inbound,Rodriguez LLC,2026-08-08,2026-08-08,unmatched
PMT-000633,FILE-0001,REF-M-0633,17.6,USD,inbound,Glenn Inc,2026-08-18,2026-08-18,unmatched
PMT-000634,FILE-0001,REF-M-0634,1225.1,USD,inbound,Robinson-Davis,2026-08-05,2026-08-05,unmatched
PMT-000635,FILE-0001,REF-M-0635,1528.02,USD,inbound,Sims-Travis,2026-08-30,2026-08-31,unmatched
PMT-000636,FILE-0001,REF-M-0636,647.69,USD,inbound,Cook-Wade,2026-08-29,2026-08-29,unmatched
PMT-000637,FILE-0001,REF-M-0637,2425.11,USD,inbound,Hoffman-Taylor,2026-08-19,2026-08-20,unmatched
PMT-000638,FILE-0001,REF-M-0638,2410.24,USD,inbound,Peters-Collins,2026-08-06,2026-08-07,unmatched
PMT-000639,FILE-0001,REF-M-0639,418.24,USD,inbound,Brown-Powell,2026-08-08,2026-08-09,unmatched
PMT-000640,FILE-0001,REF-M-0640,365.27,USD,inbound,Pierce PLC,2026-08-13,2026-08-13,unmatched
PMT-000641,FILE-0001,REF-M-0641,1127.56,USD,inbound,Norris-Anderson,2026-08-08,2026-08-09,unmatched
PMT-000642,FILE-0001,REF-M-0642,1281.92,USD,inbound,"Rice, Roberson and Snyder",2026-08-15,2026-08-16,unmatched
PMT-000643,FILE-0001,REF-M-0643,1967.23,USD,inbound,Lawson Inc,2026-08-04,2026-08-04,unmatched
PMT-000644,FILE-0001,REF-M-0644,1793.89,USD,inbound,Jones LLC,2026-08-29,2026-08-29,unmatched
PMT-000645,FILE-0001,REF-M-0645,383.12,USD,inbound,Rivera-Thomas,2026-08-01,2026-08-01,unmatched
PMT-000646,FILE-0001,REF-M-0646,90.57,USD,inbound,"Reyes, Howell and Edwards",2026-08-17,2026-08-17,unmatched
PMT-000647,FILE-0001,REF-M-0647,281.37,USD,inbound,"Donovan, Beard and Johnson",2026-08-14,2026-08-15,unmatched
PMT-000648,FILE-0001,REF-M-0648,2346.31,USD,inbound,Collins-Gamble,2026-08-29,2026-08-29,unmatched
PMT-000649,FILE-0001,REF-M-0649,704.28,USD,inbound,Parker Ltd,2026-08-22,2026-08-23,unmatched
PMT-000650,FILE-0001,REF-M-0650,2018.36,USD,inbound,"English, Murphy and Young",2026-08-28,2026-08-29,unmatched
PMT-000651,FILE-0001,REF-M-0651,916.8,USD,inbound,Blackburn-White,2026-08-01,2026-08-01,unmatched
PMT-000652,FILE-0001,REF-M-0652,878.86,USD,inbound,"Boyd, Lynch and Garcia",2026-08-09,2026-08-10,unmatched
PMT-000653,FILE-0001,REF-M-0653,960.8,USD,inbound,Ingram-Huerta,2026-08-01,2026-08-01,unmatched
PMT-000654,FILE-0001,REF-M-0654,1277.34,USD,inbound,"Lopez, Gonzalez and Wiley",2026-08-22,2026-08-23,unmatched
PMT-000655,FILE-0001,REF-M-0655,662.16,USD,inbound,Mcdonald-Vasquez,2026-08-05,2026-08-05,unmatched
PMT-000656,FILE-0001,REF-M-0656,170.11,USD,inbound,Fisher-Scott,2026-08-28,2026-08-28,unmatched
PMT-000657,FILE-0001,REF-M-0657,1000.07,USD,inbound,Martinez Ltd,2026-08-22,2026-08-23,unmatched
